"ID","n_ID","GLON","e_GLON","GLAT","e_GLAT","rmax","plx","e_plx","pmRA","e_pmRA","pmDE","e_pmDE","nTot","Age","e_Age","Z","Class","K13","CG18","B19","G","_RA.icrs","_DE.icrs"
"FoF_1886","nan",132.96,0.226,1.802,0.06,0.678,0.251,0.029,-1.082,0.424,0.054,0.432,120,0.646,0.0388,0.0,3,"nan","nan","nan",0,35.3292,62.9105
"FoF_1887","nan",128.412,0.257,1.139,0.077,0.558,0.264,0.015,-1.417,0.482,0.015,0.384,118,0.004,0.0002,0.5,3,"nan","nan","nan",0,25.2086,63.484
"FoF_1888","n",123.676,0.194,0.388,0.073,0.506,0.356,0.018,-2.21,0.519,-0.265,0.376,117,0.537,0.0322,0.5,1,"nan","nan","nan",1,14.5128,63.2502
"FoF_1889","nan",124.645,0.199,0.874,0.082,0.491,0.313,0.02,-2.083,0.503,-0.24,0.316,113,0.065,0.0039,0.5,2,"nan","nan","nan",0,16.727,63.6943
"FoF_1890","nan",127.258,0.333,0.453,0.079,0.793,0.251,0.015,-1.622,0.516,-0.15,0.312,112,0.007,0.0004,0.25,3,"99","nan","nan",0,22.4245,63.0029
"FoF_1891","nan",131.249,0.127,1.44,0.063,0.345,0.274,0.031,-1.14,0.528,-0.048,0.369,112,0.501,0.0301,0.5,3,"nan","nan","nan",0,31.5001,63.1014
"FoF_1892","nan",126.584,0.196,0.903,0.07,0.559,0.281,0.022,-1.815,0.413,-0.158,0.317,104,0.501,0.0301,0.5,3,"nan","nan","nan",0,21.0778,63.5414
"FoF_1893","nan",131.638,0.187,1.513,0.089,0.481,0.28,0.018,-1.006,0.77,0.055,0.44,98,0.501,0.0301,0.5,3,"nan","nan","nan",0,32.3688,63.0581
"FoF_1894","nan",130.467,0.153,1.621,0.068,0.366,0.254,0.022,-1.318,0.487,0.056,0.325,97,0.794,0.0476,0.5,3,"127","nan","nan",0,29.9367,63.489
"FoF_1895","nan",129.032,0.194,1.219,0.086,0.457,0.258,0.023,-1.272,0.545,0.017,0.368,97,0.066,0.004,0.5,3,"nan","nan","nan",0,26.6036,63.4378
"FoF_1896","nan",131.036,0.295,2.741,0.078,0.624,0.244,0.015,-0.605,0.525,0.077,0.347,96,0.576,0.0346,0.5,3,"nan","nan","nan",0,31.885,64.4087
"FoF_1897","nan",124.238,0.184,1.237,0.049,0.41,0.261,0.021,-1.64,0.626,-0.137,0.442,94,0.776,0.0466,0.25,3,"nan","nan","nan",0,15.8477,64.0784
"FoF_1898","nan",129.867,0.168,1.793,0.042,0.4,0.247,0.019,-1.017,0.602,0.036,0.4,93,1.18,0.0708,0.0,3,"nan","nan","nan",0,28.7271,63.8068
"FoF_1899","nan",129.892,0.155,2.648,0.049,0.346,0.258,0.022,-0.985,0.632,0.108,0.434,86,0.501,0.0301,0.5,3,"nan","nan","nan",0,29.2695,64.6291
"FoF_1900","nan",130.801,0.264,1.516,0.071,0.485,0.23,0.011,-0.781,0.481,0.031,0.429,85,0.12,0.0072,-1.5,3,"nan","nan","nan",0,30.5928,63.2989
"FoF_1901","nan",131.473,0.182,1.83,0.092,0.495,0.238,0.013,-0.924,0.587,0.053,0.512,83,2.09,0.1254,-2.0,3,"nan","nan","nan",0,32.2276,63.4097
"FoF_1902","nan",131.911,0.134,2.351,0.087,0.362,0.272,0.023,-0.937,0.518,0.078,0.429,81,0.525,0.0315,0.25,3,"nan","nan","nan",0,33.522,63.7725
"FoF_1903","nan",131.353,0.317,0.902,0.037,0.776,0.241,0.019,-0.888,0.528,0.079,0.478,76,0.851,0.0511,0.25,3,"nan","nan","nan",0,31.3843,62.556
"FoF_1904","nan",124.603,0.26,0.516,0.065,0.477,0.286,0.018,-2.055,0.437,-0.369,0.336,76,0.004,0.0002,0.25,3,"nan","nan","nan",0,16.5857,63.3394
"FoF_1905","nan",132.179,0.32,1.114,0.043,0.726,0.257,0.016,-0.799,0.484,-0.13,0.417,75,0.513,0.0308,0.5,3,"nan","nan","nan",0,33.2308,62.5137
"FoF_1906","nan",130.049,0.143,1.012,0.043,0.311,0.301,0.025,-1.234,0.798,-0.032,0.448,72,0.851,0.0511,0.0,3,"nan","nan","nan",0,28.6971,63.005
"FoF_1907","nan",131.253,0.176,0.697,0.063,0.44,0.305,0.023,-0.789,0.499,-0.171,0.405,70,1.7,0.102,-2.0,3,"nan","nan","nan",0,31.0523,62.3873
"FoF_1908","nan",128.554,0.204,3.138,0.083,0.547,0.263,0.034,-0.961,0.583,0.078,0.448,218,0.676,0.0406,0.5,3,"nan","nan","nan",0,26.4577,65.4143
"FoF_1909","nan",128.25,0.185,1.917,0.046,0.375,0.242,0.013,-0.988,0.608,-0.129,0.426,69,1.07,0.0642,-0.25,3,"nan","nan","nan",0,25.1836,64.2786
"FoF_1910","nan",124.67,0.143,-0.064,0.061,0.308,0.267,0.023,-1.49,0.444,-0.363,0.46,69,0.219,0.0131,0.25,3,"nan","nan","nan",0,16.6585,62.7565
"FoF_1911","nan",126.245,0.193,3.016,0.057,0.44,0.262,0.021,-1.366,0.57,0.042,0.41,112,0.661,0.0397,-1.75,3,"nan","nan","nan",0,20.9152,65.6803
"FoF_1912","nan",124.646,0.23,1.365,0.043,0.533,0.238,0.014,-1.511,0.512,-0.236,0.429,69,0.501,0.0301,0.5,3,"nan","nan","nan",0,16.797,64.1843
"FoF_1913","nan",129.868,0.116,2.457,0.075,0.364,0.287,0.017,-0.471,0.57,0.018,0.491,68,0.708,0.0425,0.5,3,"nan","nan","nan",0,29.1042,64.4501
"FoF_1914","nan",124.509,0.152,0.95,0.082,0.371,0.249,0.017,-1.859,0.603,-0.144,0.35,67,0.501,0.0301,0.5,3,"nan","nan","nan",0,16.4301,63.778
"FoF_1915","nan",131.908,0.285,2.49,0.053,0.581,0.234,0.015,-0.459,0.569,0.105,0.38,62,0.661,0.0397,-1.75,3,"nan","nan","nan",0,33.6148,63.9054
"FoF_1916","nan",126.232,0.219,2.807,0.05,0.512,0.261,0.025,-1.459,0.462,0.183,0.384,62,0.725,0.0435,0.5,3,"nan","nan","nan",0,20.8213,65.4745
"FoF_1917","nan",128.241,0.205,2.893,0.071,0.506,0.257,0.023,-0.962,0.533,0.1,0.446,175,0.525,0.0315,0.5,3,"nan","nan","nan",0,25.6054,65.2379
"FoF_1918","nan",124.77,0.123,0.721,0.075,0.278,0.27,0.018,-1.962,0.559,-0.261,0.326,59,0.513,0.0308,0.5,3,"nan","nan","3773",0,16.9863,63.5338
"FoF_1919","nan",129.117,0.086,0.898,0.059,0.227,0.32,0.022,-1.36,0.527,-0.253,0.497,59,0.209,0.0125,0.25,3,"nan","nan","nan",0,26.6372,63.106
"FoF_1920","nan",131.919,0.11,1.89,0.053,0.277,0.24,0.018,-0.727,0.602,0.311,0.42,57,0.004,0.0002,0.0,3,"nan","nan","nan",0,33.216,63.3321
"FoF_1921","nan",124.114,0.082,0.351,0.051,0.198,0.333,0.017,-1.823,0.673,-0.203,0.275,56,0.004,0.0002,0.5,3,"nan","nan","nan",0,15.4818,63.1987
"FoF_1922","nan",126.026,0.146,2.669,0.048,0.346,0.254,0.024,-1.619,0.422,-0.07,0.358,55,0.525,0.0315,0.5,3,"nan","nan","nan",0,20.2906,65.362
"FoF_1923","nan",127.925,0.166,0.336,0.038,0.37,0.315,0.016,-1.546,0.479,-0.177,0.364,55,0.513,0.0308,0.5,3,"nan","nan","nan",0,23.829,62.7816
"FoF_1924","nan",130.966,0.156,0.313,0.049,0.301,0.252,0.018,-1.124,0.552,-0.152,0.393,54,1.66,0.0996,-0.25,3,"nan","nan","nan",0,30.2351,62.0957
"FoF_1925","nan",133.879,0.173,2.194,0.044,0.313,0.282,0.025,-0.26,0.465,-0.049,0.318,54,0.741,0.0445,-2.0,3,"nan","nan","nan",0,37.522,62.9499
"FoF_1926","nan",128.425,0.114,2.072,0.055,0.27,0.29,0.019,-1.568,0.409,-0.033,0.394,53,0.933,0.056,0.5,3,"nan","nan","nan",0,25.6491,64.3968
"FoF_1927","nan",129.621,0.095,2.533,0.063,0.243,0.226,0.01,-1.145,0.417,0.176,0.406,51,0.692,0.0415,0.5,3,"nan","nan","nan",0,28.5915,64.5844
"FoF_1928","nan",128.168,0.199,0.549,0.036,0.402,0.332,0.013,-1.232,0.335,-0.214,0.317,50,0.007,0.0004,0.5,3,"nan","nan","nan",0,24.4349,62.9491
"FoF_1929","nan",131.511,0.16,1.557,0.067,0.373,0.245,0.02,-0.895,0.415,-0.034,0.466,50,0.692,0.0415,0.5,3,"nan","nan","nan",0,32.1295,63.1377
"FoF_1930","nan",130.626,0.125,0.549,0.047,0.321,0.245,0.016,-1.123,0.3,-0.132,0.415,50,0.513,0.0308,0.5,3,"nan","nan","nan",0,29.6628,62.4124
"FoF_1931","nan",131.324,0.104,2.367,0.054,0.232,0.241,0.015,-0.557,0.39,0.139,0.44,50,0.603,0.0362,0.5,3,"nan","nan","nan",0,32.2648,63.9668
"FoF_1932","nan",135.327,0.323,3.039,0.155,0.777,0.257,0.025,-0.413,0.65,0.201,0.505,420,1.15,0.069,-2.0,3,"nan","nan","nan",0,41.1923,63.1504
"FoF_1933","nan",145.935,0.286,2.397,0.179,0.684,0.245,0.019,0.106,0.552,-0.302,0.571,279,0.692,0.0415,0.5,3,"nan","nan","nan",0,58.4752,56.8848
"FoF_1934","nan",135.706,0.416,1.865,0.079,1.093,0.247,0.024,-0.357,0.596,-0.057,0.526,259,0.661,0.0397,-1.75,3,"nan","nan","nan",0,40.8666,61.926
"FoF_1935","nan",137.281,0.264,2.985,0.142,0.75,0.244,0.019,-0.291,0.594,0.098,0.451,258,0.692,0.0415,0.5,3,"191","nan","nan",0,44.9414,62.2268
"FoF_1936","nan",137.989,0.227,0.45,0.141,0.633,0.275,0.025,-0.449,0.595,-0.373,0.463,199,0.661,0.0397,-1.75,3,"nan","nan","nan",0,43.8017,59.6537
"FoF_1937","n",135.837,0.164,1.838,0.095,0.486,0.336,0.029,-0.333,0.732,-0.213,0.494,140,0.576,0.0346,0.25,1,"nan","nan","nan",0,41.0947,61.8465
"FoF_1938","nan",135.405,0.241,1.674,0.047,0.511,0.31,0.031,-0.455,0.512,-0.126,0.564,102,0.501,0.0301,0.5,3,"nan","nan","nan",0,40.1173,61.8763
"FoF_1939","nan",135.761,0.382,2.73,0.065,0.777,0.249,0.021,-0.581,0.572,0.284,0.447,101,1.12,0.0672,-2.0,3,"nan","nan","4058",0,41.7636,62.6859
"FoF_1940","nan",136.631,0.213,2.116,0.108,0.56,0.294,0.02,-0.199,0.643,-0.117,0.498,98,1.02,0.0612,-2.0,3,"nan","nan","nan",0,42.8631,61.7532
"FoF_1942","nan",136.642,0.211,3.284,0.05,0.435,0.264,0.034,-0.131,0.666,-0.061,0.407,86,0.603,0.0362,0.5,3,"nan","nan","nan",0,44.0221,62.7893
"FoF_1943","nan",137.507,0.182,0.894,0.059,0.465,0.275,0.042,-0.549,0.531,-0.21,0.435,82,0.794,0.0476,0.5,3,"nan","nan","4126",0,43.3473,60.2682
"FoF_1944","nan",136.311,0.205,1.818,0.049,0.446,0.25,0.018,-0.757,0.436,0.005,0.344,74,0.794,0.0476,0.25,3,"nan","nan","nan",0,41.9812,61.626
"FoF_1945","nan",135.416,0.233,2.692,0.072,0.653,0.29,0.021,-0.785,0.521,0.079,0.443,73,0.676,0.0406,0.5,3,"nan","nan","nan",0,41.0474,62.7983
"FoF_1946","nan",136.041,0.131,1.921,0.074,0.397,0.269,0.015,-0.178,0.608,-0.038,0.481,72,0.603,0.0362,0.5,3,"nan","nan","nan",0,41.5606,61.8351
"FoF_1947","nan",138.055,0.178,3.18,0.066,0.394,0.269,0.012,-0.114,0.556,0.015,0.662,69,1.02,0.0612,-2.0,3,"nan","nan","nan",0,46.5898,62.0232
"FoF_1948","nan",135.671,0.145,0.965,0.063,0.319,0.38,0.023,-0.613,0.395,0.005,0.345,68,0.005,0.0003,0.5,3,"nan","nan","nan",0,40.0216,61.1204
"FoF_1949","nan",135.135,0.158,3.291,0.077,0.389,0.258,0.025,-0.407,0.669,0.104,0.501,96,0.832,0.0499,-0.25,3,"nan","nan","nan",0,41.0421,63.4597
"FoF_1950,Czernik_14","nan",140.944,0.052,0.917,0.041,0.197,0.309,0.036,-0.345,0.385,-0.438,0.203,62,0.676,0.0406,0.5,3,"206","251","4192",0,49.2609,58.601
"FoF_1951","nan",134.862,0.145,0.428,0.074,0.343,0.243,0.016,-0.842,0.329,-0.15,0.486,61,1.66,0.0996,-0.25,3,"nan","nan","nan",0,38.05,60.9442
"FoF_1952","nan",138.414,0.168,0.804,0.086,0.361,0.268,0.018,-0.074,0.543,-0.037,0.571,61,0.871,0.0523,-2.0,3,"nan","nan","nan",0,44.874,59.7696
"FoF_1953","nan",145.873,0.174,1.558,0.05,0.481,0.256,0.016,0.054,0.469,-0.314,0.551,59,0.457,0.0274,-2.0,3,"nan","nan","nan",0,57.4271,56.2728
"FoF_1954","nan",142.951,0.064,3.29,0.035,0.22,0.269,0.037,1.038,0.276,-0.375,0.207,56,1.2,0.072,0.5,3,"224","nan","4220",0,55.0798,59.4295
"FoF_1955","nan",145.438,0.193,2.064,0.064,0.48,0.235,0.015,0.171,0.472,-0.324,0.473,54,0.617,0.037,0.5,3,"nan","nan","nan",0,57.3845,56.9395
"FoF_1956","nan",145.567,0.174,2.628,0.045,0.356,0.323,0.015,0.122,0.413,-0.354,0.471,53,0.501,0.0301,0.5,3,"nan","nan","nan",0,58.2227,57.2967
"FoF_1957","nan",136.894,0.138,0.002,0.053,0.299,0.28,0.019,-0.491,0.44,-0.094,0.492,51,0.513,0.0308,0.5,3,"nan","nan","nan",0,41.4626,59.7357
"FoF_1958","nan",145.498,0.185,2.333,0.048,0.4,0.242,0.019,0.118,0.471,0.122,0.402,50,0.004,0.0002,0.5,3,"nan","nan","nan",0,57.7801,57.1115
"FoF_1959","nan",146.709,0.363,3.422,0.12,0.888,0.245,0.019,0.206,0.516,-0.322,0.52,344,0.977,0.0586,0.25,3,"nan","nan","nan",0,60.7781,57.1625
"FoF_1960","nan",149.831,0.197,0.853,0.084,0.487,0.285,0.016,-0.066,0.354,-0.798,0.434,79,0.603,0.0362,0.5,3,"nan","nan","nan",0,61.8512,53.1679
"FoF_1961","nan",146.613,0.302,2.387,0.078,0.728,0.272,0.022,0.257,0.46,-0.218,0.498,67,0.004,0.0002,-0.25,3,"241","nan","4266",0,59.409,56.4424
"FoF_1962","nan",147.53,0.318,3.014,0.049,0.607,0.266,0.016,0.315,0.396,-0.397,0.428,101,0.427,0.0256,-2.0,3,"nan","nan","4266",0,61.4,56.3128
"FoF_1963","nan",147.119,0.15,2.653,0.062,0.353,0.275,0.013,0.071,0.314,-0.288,0.481,57,0.871,0.0523,0.5,3,"241","nan","4266",0,60.4144,56.3145
"FoF_1964","nan",157.024,0.126,2.488,0.064,0.277,0.323,0.016,0.744,0.48,-1.602,0.615,54,0.692,0.0415,0.25,3,"nan","nan","nan",0,71.6983,49.1244
"FoF_1965","nan",147.822,0.176,2.695,0.063,0.43,0.259,0.015,0.158,0.356,-0.033,0.364,52,0.912,0.0547,-2.0,3,"nan","nan","nan",0,61.4072,55.8806
"FoF_1966","nan",151.261,0.158,2.76,0.074,0.334,0.232,0.01,0.359,0.328,-0.368,0.422,50,0.851,0.0511,-2.0,3,"nan","nan","nan",0,65.7917,53.557
"FoF_1967","nan",163.96,0.124,0.51,0.066,0.253,0.246,0.012,0.711,0.392,-1.144,0.569,73,1.78,0.1068,-0.5,3,"328","nan","nan",0,75.7488,42.4874
"FoF_1968","nan",165.201,0.14,0.525,0.056,0.287,0.246,0.013,0.602,0.416,-0.992,0.67,61,0.676,0.0406,0.5,3,"nan","nan","nan",0,76.7759,41.5089
"FoF_1970","n",183.44,0.105,3.489,0.1,0.282,0.248,0.016,0.196,0.4,-1.523,0.542,90,1.41,0.0846,-0.5,1,"nan","nan","nan",1,91.7945,27.7154
"FoF_1971","nan",181.195,0.073,2.894,0.084,0.241,0.251,0.02,0.344,0.457,-1.479,0.529,83,0.692,0.0415,0.25,3,"nan","nan","nan",0,89.9543,29.3785
"FoF_1972","nan",181.296,0.092,3.003,0.066,0.206,0.287,0.021,-0.025,0.458,-1.407,0.391,65,0.004,0.0002,0.5,3,"nan","nan","nan",0,90.1203,29.3448
"UBC 74, FoF_1973","n",189.698,0.053,3.914,0.057,0.157,0.337,0.028,1.076,0.272,-2.633,0.214,69,0.708,0.0425,0.25,1,"nan","nan","nan",0,95.4814,22.4201
"FoF_1974,FSR_0905","nan",191.021,0.079,6.297,0.062,0.269,0.637,0.039,1.887,0.2,-3.839,0.188,78,0.355,0.0213,0.25,1,"642","380","5213",0,98.425,22.3412
"FoF_1975","nan",186.304,0.152,3.088,0.045,0.357,0.258,0.013,0.143,0.457,-1.185,0.52,52,1.55,0.093,-0.5,3,"nan","nan","nan",0,92.9384,25.0161
"FoF_1976,Berkeley_37","nan",217.139,0.087,5.951,0.036,0.261,0.287,0.041,-1.045,0.392,0.551,0.467,130,0.676,0.0406,0.5,1,"882","153","5956",0,110.0728,-1.0121
"FoF_1977","nan",217.469,0.167,4.286,0.063,0.318,0.234,0.012,-1.015,0.378,0.726,0.467,58,0.832,0.0499,0.25,3,"nan","nan","nan",0,108.7455,-2.0704
"FoF_1978,Berkeley_77","nan",219.263,0.048,5.172,0.028,0.166,0.286,0.042,-1.001,0.2,-0.003,0.307,59,0.708,0.0425,0.25,3,"888","187","6026",0,110.3589,-3.2468
"FoF_1979","nan",224.033,0.131,4.949,0.062,0.301,0.243,0.014,-0.985,0.347,0.87,0.479,71,1.26,0.0756,-2.0,3,"nan","nan","nan",0,112.3964,-7.5495
"FoF_1980","nan",223.292,0.086,3.66,0.049,0.188,0.246,0.021,-1.229,0.527,0.903,0.552,68,0.562,0.0337,0.5,3,"nan","nan","nan",0,110.8984,-7.5052
"FoF_1981","nan",224.403,0.083,4.14,0.056,0.189,0.236,0.015,-1.245,0.44,1.066,0.548,58,2.24,0.1344,-0.75,3,"nan","nan","nan",0,111.8527,-8.257
"FoF_1982","nan",223.249,0.138,3.177,0.052,0.284,0.252,0.02,-0.94,0.507,0.892,0.495,55,0.006,0.0004,0.5,3,"nan","nan","nan",0,110.4476,-7.6937
"FoF_1983","nan",224.805,0.19,4.597,0.049,0.435,0.234,0.012,-0.94,0.438,0.716,0.395,54,1.74,0.1044,-0.75,3,"nan","nan","nan",0,112.4514,-8.3938
"FoF_1984","nan",221.075,0.079,2.935,0.059,0.204,0.231,0.009,-0.948,0.425,0.582,0.471,53,0.603,0.0362,0.5,3,"nan","nan","nan",0,109.2127,-5.886
"FoF_1985","nan",219.443,0.077,4.294,0.069,0.182,0.251,0.012,-0.941,0.477,0.565,0.39,51,0.692,0.0415,0.5,3,"nan","nan","nan",0,109.6628,-3.8127
"FoF_1986","nan",229.586,0.075,2.977,0.054,0.213,0.262,0.023,-1.516,0.55,1.442,0.491,58,1.35,0.081,-0.75,3,"nan","nan","nan",0,113.3249,-13.3582
"FoF_1987","nan",228.121,0.061,3.489,0.071,0.179,0.243,0.018,-1.141,0.461,1.26,0.54,50,0.692,0.0415,-0.5,3,"nan","nan","nan",0,113.0646,-11.8295
"FoF_1988","nan",241.034,0.073,3.065,0.055,0.196,0.242,0.016,-2.151,0.435,2.359,0.613,53,0.006,0.0004,0.5,3,"nan","nan","nan",0,119.4281,-23.2188
"FoF_1989","nan",250.025,0.082,3.205,0.041,0.189,0.25,0.019,-2.531,0.396,2.389,0.571,57,0.005,0.0003,0.25,3,"nan","nan","nan",0,125.0181,-30.6924
"FoF_1990","nan",251.449,0.095,2.852,0.059,0.263,0.247,0.014,-2.418,0.426,2.449,0.548,53,0.005,0.0003,0.5,3,"nan","nan","nan",0,125.6221,-32.0638
"FoF_1991","nan",262.398,0.079,2.834,0.053,0.268,0.47,0.029,-4.594,0.237,3.111,0.216,65,0.004,0.0002,0.5,3,"nan","nan","nan",0,133.867,-40.771
"FoF_1992","nan",276.174,0.067,2.911,0.061,0.155,0.23,0.011,-4.944,0.567,3.332,0.601,65,1.91,0.1146,0.25,3,"nan","nan","nan",0,147.9985,-50.3991
"FoF_1993,ESO_130_08","nan",297.737,0.105,2.998,0.078,0.352,0.718,0.03,-5.938,0.171,-0.851,0.223,153,0.282,0.0169,0.25,1,"1591","306","8263",1,182.6096,-59.4596
"FoF_1994","n",301.932,0.071,4.768,0.039,0.215,0.5,0.03,-2.185,0.19,-1.25,0.191,107,0.832,0.0499,0.25,1,"nan","nan","nan",0,190.9741,-58.0891
"FoF_1995,NGC_5138","nan",307.541,0.054,3.519,0.037,0.151,0.506,0.026,-3.583,0.153,-1.456,0.127,64,0.029,0.0017,-0.25,1,"1691","829","8634",0,201.8267,-59.0314
"FoF_1996,NGC_5764","nan",320.96,0.053,5.877,0.043,0.18,0.48,0.034,-3.356,0.222,-2.278,0.247,88,1.2,0.072,0.5,1,"1816","844","9073",0,223.3686,-52.67
"FoF_1997","nan",326.602,0.02,4.861,0.026,0.109,0.281,0.05,-5.045,0.411,-3.309,0.31,107,0.005,0.0003,0.25,1,"1851","nan","9201",0,231.9991,-50.6732
"FoF_1998,FSR_1723","nan",333.035,0.048,5.857,0.029,0.163,0.634,0.038,-0.224,0.194,-1.393,0.144,78,0.151,0.0091,0.25,1,"1882","451","9526",0,238.775,-46.0049
"FoF_1999,FoF_2254,IC_1396","nan",99.273,0.088,3.56,0.085,0.212,0.252,0.016,-2.615,0.44,-2.184,0.496,72,0.55,0.033,0.5,3,"2808","553","nan",0,324.9355,57.344
"FoF_2000","n",97.054,0.108,5.843,0.086,0.401,0.701,0.023,-3.1,0.209,-4.402,0.239,106,0.355,0.0213,0.25,1,"nan","nan","nan",0,319.0379,57.4589
"FoF_2001","nan",101.37,0.082,4.051,0.073,0.241,0.234,0.016,-2.971,0.57,-2.472,0.59,60,0.676,0.0406,-2.0,3,"nan","nan","nan",0,327.3513,59.0763
"FoF_2002","nan",97.478,0.102,2.837,0.046,0.219,0.251,0.017,-2.548,0.669,-2.56,0.485,50,1.2,0.072,-2.0,3,"nan","nan","nan",0,323.4016,55.6069
"FoF_2003","nan",101.394,0.105,3.742,0.041,0.257,0.243,0.016,-2.831,0.525,-2.452,0.798,64,1.02,0.0612,-2.0,3,"nan","nan","nan",0,327.7672,58.8525
"FoF_2004,ASCC_127","nan",112.508,0.16,4.035,0.087,0.403,0.248,0.021,-2.438,0.624,-0.84,0.52,123,1.02,0.0612,0.25,3,"2937","13","nan",0,347.7272,64.8524
"FoF_2005","nan",113.714,0.268,2.953,0.097,0.615,0.247,0.022,-2.347,0.742,-0.889,0.506,267,0.174,0.0104,-1.5,3,"nan","nan","nan",0,351.2397,64.266
"FoF_2006","nan",122.673,0.153,4.39,0.095,0.497,0.279,0.036,-1.915,0.691,0.122,0.386,153,0.708,0.0425,0.5,3,"60","nan","nan",0,12.1916,67.2604
"FoF_2007","nan",122.6,0.161,3.037,0.122,0.364,0.242,0.018,-1.897,0.623,-0.149,0.419,78,1.66,0.0996,-0.25,3,"nan","nan","nan",0,12.0475,65.9067
"FoF_2008","nan",132.144,0.2,2.96,0.123,0.509,0.266,0.026,-0.806,0.688,0.116,0.481,190,0.955,0.0573,0.25,3,"nan","nan","nan",0,34.4719,64.2745
"FoF_2009","nan",134.23,0.278,2.931,0.061,0.816,0.242,0.02,-0.621,0.574,0.144,0.483,151,0.794,0.0476,0.5,3,"nan","nan","nan",0,38.8652,63.4976
"FoF_2010","nan",134.564,0.235,3.294,0.06,0.536,0.261,0.014,-0.323,0.671,0.065,0.37,113,0.603,0.0362,0.5,3,"nan","nan","nan",0,39.8781,63.6979
"FoF_2011","nan",131.594,0.227,3.53,0.072,0.547,0.252,0.011,-0.821,0.6,0.375,0.466,98,2.57,0.1542,-0.75,3,"nan","nan","nan",0,33.688,64.9912
"FoF_2012","nan",129.943,0.177,3.404,0.048,0.46,0.281,0.02,-0.47,0.545,0.309,0.475,97,1.18,0.0708,0.25,3,"nan","nan","nan",0,29.8438,65.3468
"FoF_2013","nan",129.897,0.153,3.467,0.077,0.419,0.24,0.017,-1.108,0.508,0.301,0.446,91,0.692,0.0415,0.25,3,"nan","nan","nan",0,29.7766,65.4196
"FoF_2014","nan",130.969,0.266,3.791,0.067,0.632,0.311,0.015,-0.672,0.416,0.416,0.316,76,0.562,0.0337,0.5,3,"nan","nan","nan",0,32.4646,65.4317
"FoF_2015","nan",130.362,0.323,3.602,0.06,0.566,0.27,0.013,-0.902,0.53,0.364,0.45,75,1.12,0.0672,-2.0,3,"nan","nan","nan",0,30.9387,65.4252
"FoF_2016","nan",134.928,0.202,3.516,0.045,0.403,0.274,0.014,-0.394,0.611,0.002,0.426,62,0.562,0.0337,0.5,3,"nan","nan","nan",0,40.8326,63.7507
"FoF_2017","nan",129.832,0.235,3.799,0.056,0.539,0.238,0.015,-0.698,0.5,0.389,0.429,58,0.776,0.0466,0.25,3,"nan","nan","nan",0,29.8339,65.757
"FoF_2018","nan",131.892,0.128,3.232,0.079,0.331,0.261,0.024,-0.822,0.555,0.347,0.423,57,0.794,0.0476,0.5,3,"nan","nan","nan",0,34.1258,64.6136
"FoF_2019","nan",132.247,0.146,2.961,0.04,0.34,0.317,0.017,-0.377,0.57,0.042,0.613,52,0.676,0.0406,0.5,3,"nan","nan","nan",0,34.6962,64.2415
"FoF_2020","nan",132.849,0.127,3.235,0.07,0.305,0.3,0.022,-0.394,0.507,0.15,0.276,52,0.851,0.0511,0.25,3,"nan","nan","nan",0,36.2132,64.2931
"FoF_2021","nan",135.615,0.187,3.774,0.07,0.458,0.256,0.018,-0.075,0.652,0.17,0.433,72,1.15,0.069,-2.0,3,"nan","nan","nan",0,42.4813,63.6891
"FoF_2022","nan",136.688,0.156,5.58,0.047,0.328,0.244,0.019,-0.163,0.466,0.512,0.398,67,0.603,0.0362,-2.0,3,"nan","nan","nan",0,46.6037,64.7832
"FoF_2023","nan",143.541,0.15,5.526,0.093,0.384,0.31,0.02,0.311,0.451,-0.305,0.552,66,9.55,0.573,-0.75,3,"nan","nan","nan",0,58.7934,60.8175
"FoF_2024","nan",136.697,0.234,3.912,0.05,0.556,0.247,0.013,-0.101,0.563,0.148,0.459,60,0.955,0.0573,0.25,3,"nan","nan","nan",0,44.7758,63.3192
"FoF_2025","nan",134.838,0.143,3.317,0.059,0.385,0.291,0.025,-0.052,0.706,0.084,0.463,57,0.676,0.0406,0.5,3,"nan","nan","nan",0,40.4617,63.607
"FoF_2026","nan",135.189,0.197,3.43,0.043,0.447,0.232,0.011,-0.656,0.817,0.153,0.4,52,0.776,0.0466,0.25,3,"nan","nan","nan",0,41.2834,63.5629
"FoF_2027","nan",157.421,0.244,3.524,0.045,0.513,0.283,0.017,0.454,0.466,-0.684,0.584,84,0.676,0.0406,0.5,3,"nan","nan","nan",0,73.3089,49.4818
"FoF_2028","nan",148.378,0.169,4.562,0.082,0.392,0.242,0.018,0.441,0.51,-0.042,0.371,67,1.12,0.0672,-2.0,3,"nan","nan","nan",0,64.4439,56.8637
"FoF_2029","nan",147.279,0.174,3.081,0.078,0.545,0.228,0.011,0.075,0.392,-0.44,0.569,61,0.115,0.0069,0.25,3,"241","nan","4266",0,61.1429,56.5298
"FoF_2030","nan",147.486,0.165,3.486,0.055,0.374,0.285,0.015,0.633,0.518,-0.302,0.522,57,1.29,0.0774,0.5,3,"nan","nan","nan",0,61.9145,56.6923
"FoF_2031","nan",149.242,0.176,5.934,0.032,0.328,0.242,0.017,0.06,0.362,-0.132,0.617,51,1.45,0.087,-0.75,3,"nan","nan","nan",0,67.3517,57.2098
