"Cluster","Comment"
"Theia_1082","Number of WDs: expected from single-star evolution N=4, with probability of formation through binary evolution >=0.5 N=1."
"Theia_172","Number of WDs: expected from single-star evolution N=4, with probability of formation through binary evolution >=0.5 N=3."
"Theia_181","Number of WDs: expected from single-star evolution N=4, with probability of formation through binary evolution >=0.5 N=7."
"Theia_199","Number of WDs: expected from single-star evolution N=1, with probability of formation through binary evolution >=0.5 N=0."
"Theia_2649","Number of WDs: expected from single-star evolution N=4, with probability of formation through binary evolution >=0.5 N=0."
"Theia_274","Number of WDs: expected from single-star evolution N=8, with probability of formation through binary evolution >=0.5 N=0."
"Theia_291","Number of WDs: expected from single-star evolution N=2, with probability of formation through binary evolution >=0.5 N=0."
"Theia_3397","Number of WDs: expected from single-star evolution N=3, with probability of formation through binary evolution >=0.5 N=1."
"Theia_38","Number of WDs: expected from single-star evolution N=0, with probability of formation through binary evolution >=0.5 N=5."
"Theia_470","Number of WDs: expected from single-star evolution N=5, with probability of formation through binary evolution >=0.5 N=0."
"Theia_517","Number of WDs: expected from single-star evolution N=5, with probability of formation through binary evolution >=0.5 N=13."
"Theia_558","Number of WDs: expected from single-star evolution N=5, with probability of formation through binary evolution >=0.5 N=0."
"Theia_58","Number of WDs: expected from single-star evolution N=1, with probability of formation through binary evolution >=0.5 N=2."
"Theia_643","Number of WDs: expected from single-star evolution N=4, with probability of formation through binary evolution >=0.5 N=4."
"Theia_874","Number of WDs: expected from single-star evolution N=6, with probability of formation through binary evolution >=0.5 N=0."
"Theia_96","Number of WDs: expected from single-star evolution N=0, with probability of formation through binary evolution >=0.5 N=1."
"Theia_986","Number of WDs: expected from single-star evolution N=2, with probability of formation through binary evolution >=0.5 N=1."
"Trumpler_10","Number of WDs: expected from single-star evolution N=1, with probability of formation through binary evolution >=0.5 N=4."
"UBC_11","Number of WDs: expected from single-star evolution N=2, with probability of formation through binary evolution >=0.5 N=7."
"UBC_26","Number of WDs: expected from single-star evolution N=1, with probability of formation through binary evolution >=0.5 N=1."
"UBC_32","Number of WDs: expected from single-star evolution N=3, with probability of formation through binary evolution >=0.5 N=11."
"UPK_230","Number of WDs: expected from single-star evolution N=1, with probability of formation through binary evolution >=0.5 N=4."
"UPK_41","Number of WDs: expected from single-star evolution N=0, with probability of formation through binary evolution >=0.5 N=0."
"UPK_422","Number of WDs: expected from single-star evolution N=0, with probability of formation through binary evolution >=0.5 N=0."
"UPK_5","Number of WDs: expected from single-star evolution N=5, with probability of formation through binary evolution >=0.5 N=0."
"UPK_51","Number of WDs: expected from single-star evolution N=2, with probability of formation through binary evolution >=0.5 N=1."
"UPK_545","Number of WDs: expected from single-star evolution N=2, with probability of formation through binary evolution >=0.5 N=25."
"UPK_560","Number of WDs: expected from single-star evolution N=6, with probability of formation through binary evolution >=0.5 N=3."
"UPK_562","Number of WDs: expected from single-star evolution N=2, with probability of formation through binary evolution >=0.5 N=0."
"UPK_594","Number of WDs: expected from single-star evolution N=3, with probability of formation through binary evolution >=0.5 N=1."
"UPK_599","Number of WDs: expected from single-star evolution N=0, with probability of formation through binary evolution >=0.5 N=1."
"UPK_626","Number of WDs: expected from single-star evolution N=4, with probability of formation through binary evolution >=0.5 N=0."
"UPK_640","Number of WDs: expected from single-star evolution N=0, with probability of formation through binary evolution >=0.5 N=2."
"ZHBJZ_1","Number of WDs: expected from single-star evolution N=0, with probability of formation through binary evolution >=0.5 N=4."
